code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,disability,num_of_prev_attempts,studied_credits,sum_click,final_result
DDD,2013B,558829,M,Scotland,Lower Than A Level,40-50%,35-55,N,0,60,809,Fail
DDD,2013B,558837,F,South East Region,HE Qualification,90-100%,0-35,N,0,60,682,Pass
DDD,2013B,558914,F,North Western Region,A Level or Equivalent,10-20,0-35,N,0,60,1864,Fail
DDD,2013B,558948,M,South West Region,A Level or Equivalent,40-50%,0-35,N,0,60,533,Pass
DDD,2013B,559081,M,North Region,HE Qualification,,35-55,N,0,60,816,Pass
DDD,2013B,559261,M,East Midlands Region,Lower Than A Level,40-50%,0-35,N,0,60,13,Withdrawn
DDD,2013B,559282,M,South Region,A Level or Equivalent,70-80%,0-35,N,0,60,1397,Distinction
DDD,2013B,559293,F,East Anglian Region,Lower Than A Level,50-60%,0-35,N,0,60,1543,Fail
DDD,2013B,559410,M,Ireland,HE Qualification,50-60%,0-35,N,0,60,465,Fail
DDD,2013B,559420,M,North Region,A Level or Equivalent,,0-35,N,0,60,2354,Pass
DDD,2013B,559459,F,Scotland,HE Qualification,60-70%,0-35,N,0,60,599,Fail
DDD,2013B,559469,F,North Region,Lower Than A Level,,0-35,N,0,60,2138,Pass
DDD,2013B,559474,F,South West Region,A Level or Equivalent,50-60%,35-55,N,0,60,1058,Pass
DDD,2013B,559612,M,North Region,HE Qualification,,0-35,N,0,60,2761,Fail
DDD,2013B,559672,M,North Region,A Level or Equivalent,20-30%,0-35,N,0,60,1069,Pass
DDD,2013B,559706,M,East Midlands Region,Lower Than A Level,60-70%,0-35,N,0,60,1383,Pass
DDD,2013B,559823,M,North Western Region,Lower Than A Level,40-50%,0-35,N,0,60,353,Fail
DDD,2013B,559826,M,Scotland,A Level or Equivalent,20-30%,0-35,N,0,60,228,Fail
DDD,2013B,559838,M,Scotland,HE Qualification,20-30%,0-35,N,0,60,360,Fail
DDD,2013B,559903,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,N,0,60,2028,Pass
DDD,2013B,559930,M,South West Region,A Level or Equivalent,80-90%,35-55,N,0,60,2288,Fail
DDD,2013B,559950,M,North Western Region,A Level or Equivalent,90-100%,0-35,N,0,60,700,Fail
DDD,2013B,560024,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,0,60,615,Distinction
DDD,2013B,560114,M,North Western Region,A Level or Equivalent,10-20,0-35,Y,0,60,4314,Pass
DDD,2013B,560127,F,South Region,A Level or Equivalent,40-50%,0-35,N,0,90,26,Withdrawn
DDD,2013B,560179,M,North Region,Lower Than A Level,,0-35,N,0,60,2991,Pass
DDD,2013B,560240,M,South East Region,HE Qualification,40-50%,0-35,N,0,60,1391,Pass
DDD,2013B,560260,F,West Midlands Region,HE Qualification,90-100%,35-55,N,0,60,655,Pass
DDD,2013B,560311,M,East Anglian Region,Lower Than A Level,50-60%,0-35,N,0,60,2257,Pass
DDD,2013B,560347,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,N,0,60,1566,Pass
DDD,2013B,560381,M,East Midlands Region,A Level or Equivalent,10-20,0-35,N,0,60,2089,Pass
DDD,2013B,560384,F,South West Region,Lower Than A Level,40-50%,35-55,N,0,60,66,Withdrawn
DDD,2013B,560391,M,London Region,HE Qualification,30-40%,35-55,N,0,60,1423,Pass
DDD,2013B,560444,M,London Region,HE Qualification,40-50%,35-55,N,0,90,1981,Pass
DDD,2013B,560743,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,N,0,60,1144,Withdrawn
DDD,2013B,561088,M,North Western Region,HE Qualification,60-70%,35-55,N,0,60,693,Withdrawn
DDD,2013B,561734,M,North Region,Lower Than A Level,,35-55,N,0,60,1478,Withdrawn
DDD,2013B,561848,M,London Region,A Level or Equivalent,40-50%,0-35,N,0,60,266,Withdrawn
DDD,2013B,564465,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,N,0,60,69,Fail
DDD,2013B,879295,M,London Region,HE Qualification,20-30%,35-55,N,0,180,2,Withdrawn
DDD,2013B,907261,F,Scotland,HE Qualification,50-60%,55<=,N,0,60,743,Pass
DDD,2013B,925553,M,London Region,HE Qualification,90-100%,55<=,N,0,90,117,Withdrawn
DDD,2013B,957467,M,Scotland,HE Qualification,20-30%,35-55,N,0,90,3450,Pass
DDD,2013B,987203,F,South West Region,Lower Than A Level,20-30%,35-55,N,6,130,122,Withdrawn
DDD,2013B,1018685,M,North Region,Lower Than A Level,20-30%,35-55,N,0,60,754,Fail
DDD,2013B,1044992,M,Wales,HE Qualification,70-80%,35-55,N,0,60,1169,Pass
DDD,2013B,1068316,M,Scotland,A Level or Equivalent,40-50%,35-55,N,0,75,1917,Pass
DDD,2013B,1095916,M,South Region,A Level or Equivalent,90-100%,35-55,N,0,60,1334,Pass
DDD,2013B,1105628,F,East Anglian Region,Lower Than A Level,90-100%,35-55,N,0,60,1447,Fail
DDD,2013B,1107079,F,Ireland,A Level or Equivalent,60-70%,35-55,N,1,120,151,Withdrawn
DDD,2013B,1311171,M,South Region,A Level or Equivalent,80-90%,35-55,N,0,60,1326,Pass
DDD,2013B,1347447,M,East Anglian Region,A Level or Equivalent,80-90%,35-55,N,0,60,1123,Pass
DDD,2013B,1351739,M,South East Region,A Level or Equivalent,60-70%,35-55,N,1,90,1764,Pass
DDD,2013B,1384882,M,East Anglian Region,HE Qualification,30-40%,35-55,N,1,120,319,Fail
DDD,2013B,1392016,M,South East Region,Lower Than A Level,10-20,35-55,N,0,60,487,Fail
DDD,2013B,1430804,M,West Midlands Region,Lower Than A Level,70-80%,35-55,N,0,120,1253,Withdrawn
DDD,2013B,1444134,F,East Midlands Region,HE Qualification,50-60%,35-55,N,0,60,2890,Pass
DDD,2013B,1446954,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,N,0,60,1162,Fail
DDD,2013B,1470291,F,South West Region,HE Qualification,70-80%,35-55,N,0,60,863,Pass
DDD,2013B,1510198,F,South Region,A Level or Equivalent,80-90%,35-55,Y,0,70,4326,Pass
DDD,2013B,1534854,M,South West Region,Lower Than A Level,50-60%,35-55,N,0,90,287,Fail
DDD,2013B,1577134,F,North Western Region,A Level or Equivalent,0-10%,35-55,N,0,60,5563,Fail
DDD,2013B,1584449,M,South Region,Lower Than A Level,90-100%,35-55,Y,1,270,300,Fail
DDD,2013B,1587817,M,East Anglian Region,Lower Than A Level,80-90%,35-55,N,0,60,583,Withdrawn
DDD,2013B,1611842,F,South East Region,A Level or Equivalent,90-100%,35-55,N,0,70,1206,Pass
DDD,2013B,1620593,M,Scotland,Lower Than A Level,0-10%,35-55,N,1,60,1248,Fail
DDD,2013B,1622020,M,North Western Region,HE Qualification,20-30%,35-55,N,0,120,2718,Withdrawn
DDD,2013B,1626418,M,East Anglian Region,Lower Than A Level,20-30%,0-35,N,0,60,485,Pass
DDD,2013B,1638119,M,Wales,A Level or Equivalent,80-90%,35-55,N,0,60,3146,Fail
DDD,2013B,1638425,F,Scotland,HE Qualification,0-10%,35-55,N,0,120,459,Fail
DDD,2013B,1640773,M,North Western Region,A Level or Equivalent,30-40%,35-55,N,0,60,1478,Distinction
DDD,2013B,1651198,F,London Region,HE Qualification,0-10%,35-55,N,1,150,1192,Pass
DDD,2013B,1656527,F,South East Region,Lower Than A Level,80-90%,0-35,N,1,120,475,Withdrawn
DDD,2013B,1664920,M,North Western Region,HE Qualification,20-30%,55<=,N,1,90,1270,Pass
DDD,2013B,1690836,M,Scotland,A Level or Equivalent,60-70%,35-55,N,0,60,4553,Distinction
DDD,2013B,1696174,M,East Anglian Region,Lower Than A Level,0-10%,35-55,N,1,180,2018,Pass
DDD,2013B,1719566,M,Scotland,A Level or Equivalent,50-60%,35-55,N,0,60,956,Pass
DDD,2013B,1730611,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,N,1,150,288,Withdrawn
DDD,2013B,1741838,M,North Western Region,HE Qualification,30-40%,35-55,N,0,60,396,Withdrawn
DDD,2013B,1819994,M,South Region,HE Qualification,70-80%,55<=,N,0,90,2,Withdrawn
DDD,2013B,1843026,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,N,0,60,1978,Fail
DDD,2013B,1843355,M,East Anglian Region,Lower Than A Level,90-100%,35-55,N,0,60,1538,Withdrawn
DDD,2013B,1845093,F,London Region,A Level or Equivalent,0-10%,35-55,N,1,120,345,Withdrawn
DDD,2013B,1879272,F,Scotland,HE Qualification,80-90%,35-55,N,0,60,160,Withdrawn
DDD,2013B,1901165,M,South Region,A Level or Equivalent,90-100%,35-55,N,0,60,67,Withdrawn
DDD,2013B,1906919,M,North Western Region,Lower Than A Level,0-10%,35-55,N,0,60,4471,Fail
DDD,2013B,1913872,F,South Region,A Level or Equivalent,90-100%,55<=,N,0,80,1059,Withdrawn
DDD,2013B,1935774,M,South West Region,A Level or Equivalent,40-50%,0-35,N,1,120,68,Withdrawn
DDD,2013B,1944130,M,London Region,A Level or Equivalent,0-10%,35-55,N,0,70,2103,Pass
DDD,2013B,1945240,M,East Midlands Region,Lower Than A Level,50-60%,0-35,N,0,60,2927,Pass
DDD,2013B,1962854,M,London Region,A Level or Equivalent,90-100%,35-55,N,0,60,673,Withdrawn
DDD,2013B,1968757,M,North Western Region,HE Qualification,50-60%,35-55,N,0,60,1192,Pass
DDD,2013B,1976350,M,Wales,A Level or Equivalent,70-80%,35-55,N,0,90,802,Pass
DDD,2013B,1982845,F,South East Region,HE Qualification,60-70%,35-55,N,1,90,579,Pass
DDD,2013B,2002727,M,North Western Region,A Level or Equivalent,30-40%,0-35,N,0,60,156,Withdrawn
DDD,2013B,2006894,M,South Region,Post Graduate Qualification,90-100%,55<=,N,0,60,1052,Distinction
DDD,2013B,2020916,M,North Region,Lower Than A Level,40-50%,0-35,N,0,60,1034,Pass
DDD,2013B,2028388,M,London Region,Lower Than A Level,40-50%,35-55,N,0,90,1692,Pass
DDD,2013B,2036685,M,Scotland,HE Qualification,10-20,35-55,N,1,60,201,Fail
DDD,2013B,2037479,M,North Western Region,Lower Than A Level,60-70%,0-35,N,0,180,1140,Withdrawn
DDD,2013B,2046628,M,Ireland,HE Qualification,60-70%,35-55,Y,0,90,352,Withdrawn
DDD,2013B,2063578,M,Scotland,A Level or Equivalent,0-10%,0-35,N,0,70,9429,Distinction
DDD,2013B,2080539,M,Scotland,Lower Than A Level,50-60%,0-35,N,0,60,896,Pass
DDD,2013B,2082180,M,London Region,A Level or Equivalent,90-100%,0-35,N,1,60,231,Withdrawn
DDD,2013B,2088765,F,South Region,HE Qualification,90-100%,35-55,Y,0,70,8131,Pass
DDD,2013B,2094546,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,N,0,60,414,Withdrawn
DDD,2013B,2126013,M,East Midlands Region,Lower Than A Level,20-30%,35-55,Y,0,60,872,Withdrawn
DDD,2013B,2133242,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,N,0,60,4267,Withdrawn
DDD,2013B,2140311,M,Scotland,HE Qualification,30-40%,35-55,N,0,160,1179,Pass
DDD,2013B,2142579,M,London Region,Lower Than A Level,40-50%,0-35,N,0,60,912,Fail
DDD,2013B,2146936,F,North Western Region,A Level or Equivalent,30-40%,35-55,N,0,60,4695,Fail
DDD,2013B,2154361,M,Scotland,Lower Than A Level,70-80%,0-35,N,1,90,521,Fail
DDD,2013B,2156514,M,South West Region,A Level or Equivalent,50-60%,55<=,N,0,90,1446,Pass
DDD,2013B,2177871,M,London Region,HE Qualification,20-30%,35-55,N,0,120,1059,Pass
DDD,2013B,2191819,F,Wales,HE Qualification,60-70%,35-55,N,0,90,16,Withdrawn
DDD,2013B,2193231,M,East Midlands Region,Lower Than A Level,0-10%,35-55,N,0,60,241,Fail
DDD,2013B,2195445,F,North Western Region,HE Qualification,0-10%,0-35,Y,0,60,3329,Pass
DDD,2013B,2209728,F,South Region,A Level or Equivalent,90-100%,35-55,N,1,60,2220,Pass
DDD,2013B,2214589,M,West Midlands Region,Lower Than A Level,20-30%,35-55,N,1,240,331,Withdrawn
DDD,2013B,2227786,M,London Region,HE Qualification,30-40%,35-55,N,1,130,519,Fail
DDD,2013B,2228206,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,N,1,180,360,Withdrawn
DDD,2013B,2229785,M,West Midlands Region,HE Qualification,10-20,0-35,N,0,90,246,Withdrawn
DDD,2013B,2231961,M,London Region,HE Qualification,10-20,35-55,N,1,60,736,Distinction
DDD,2013B,2232218,M,South Region,A Level or Equivalent,30-40%,35-55,N,0,150,1345,Withdrawn
DDD,2013B,2238679,M,North Western Region,HE Qualification,0-10%,35-55,N,1,60,118,Fail
DDD,2013B,2248715,M,South West Region,HE Qualification,70-80%,0-35,N,1,90,1079,Pass
DDD,2013B,2267712,F,North Western Region,Lower Than A Level,0-10%,0-35,N,0,60,150,Fail
DDD,2013B,2279449,M,South West Region,A Level or Equivalent,20-30%,0-35,N,0,60,1660,Pass
DDD,2013B,2281292,M,Scotland,A Level or Equivalent,90-100%,35-55,N,0,60,706,Pass
DDD,2013B,2318590,F,East Anglian Region,HE Qualification,60-70%,0-35,N,0,60,1036,Withdrawn
DDD,2013B,2321898,M,East Anglian Region,Lower Than A Level,70-80%,0-35,N,0,60,67,Fail
DDD,2013B,2330534,F,South East Region,Lower Than A Level,90-100%,35-55,N,0,60,1478,Fail
DDD,2013B,2332060,M,East Anglian Region,Lower Than A Level,50-60%,0-35,Y,0,60,1545,Pass
DDD,2013B,2338290,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,2,120,394,Withdrawn
DDD,2013B,2348111,F,South Region,A Level or Equivalent,90-100%,35-55,N,0,60,3353,Pass
DDD,2013B,2350300,F,South Region,A Level or Equivalent,80-90%,0-35,Y,1,120,177,Fail
DDD,2013B,2353766,F,North Western Region,HE Qualification,20-30%,35-55,N,0,60,86,Withdrawn
DDD,2013B,2358423,F,South East Region,A Level or Equivalent,10-20,0-35,Y,1,120,2184,Pass
DDD,2013B,2374051,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,N,3,120,924,Fail
DDD,2013B,2374404,M,Ireland,Post Graduate Qualification,,35-55,N,0,60,2257,Pass
DDD,2013B,2375123,M,North Western Region,HE Qualification,70-80%,0-35,N,0,60,315,Withdrawn
DDD,2013B,2377623,F,East Midlands Region,HE Qualification,30-40%,35-55,N,0,80,3718,Pass
DDD,2013B,2381845,F,North Western Region,Lower Than A Level,30-40%,0-35,N,1,160,1855,Fail
DDD,2013B,2388623,F,South Region,A Level or Equivalent,90-100%,0-35,Y,0,60,952,Pass
DDD,2013B,2400764,F,Scotland,HE Qualification,80-90%,0-35,N,0,60,694,Fail
DDD,2013B,2406709,M,Scotland,HE Qualification,30-40%,0-35,N,0,60,3787,Distinction
DDD,2013B,2418045,M,South West Region,A Level or Equivalent,40-50%,35-55,N,1,120,895,Pass
DDD,2013B,2418580,M,North Western Region,Lower Than A Level,70-80%,0-35,N,0,60,1312,Pass
DDD,2013B,2421609,M,East Anglian Region,Lower Than A Level,60-70%,0-35,N,1,60,472,Fail
DDD,2013B,2435965,M,North Western Region,A Level or Equivalent,30-40%,35-55,Y,2,120,240,Withdrawn
DDD,2013B,2444632,M,North Western Region,HE Qualification,80-90%,35-55,N,0,60,1370,Pass
DDD,2013B,2451672,M,South Region,HE Qualification,40-50%,35-55,N,0,60,719,Fail
DDD,2013B,2454933,F,North Western Region,HE Qualification,60-70%,35-55,N,2,150,955,Fail
DDD,2013B,2456387,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,N,2,130,800,Withdrawn
DDD,2013B,2456612,M,Yorkshire Region,HE Qualification,40-50%,35-55,N,1,60,1494,Pass
DDD,2013B,2459878,M,East Midlands Region,A Level or Equivalent,10-20,35-55,N,0,60,1452,Pass
DDD,2013B,2460752,F,West Midlands Region,A Level or Equivalent,10-20,0-35,N,0,60,2234,Pass
DDD,2013B,2465876,F,Wales,A Level or Equivalent,20-30%,0-35,N,0,60,1349,Pass
DDD,2013B,2476998,F,London Region,Lower Than A Level,30-40%,0-35,N,0,60,1565,Pass
DDD,2013B,2479086,F,Scotland,Lower Than A Level,20-30%,0-35,N,0,60,1253,Withdrawn
DDD,2013B,2498388,F,North Region,Lower Than A Level,,0-35,Y,0,60,367,Pass
DDD,2013B,2499307,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,N,0,60,1214,Fail
DDD,2013B,2501479,M,Scotland,HE Qualification,40-50%,35-55,N,0,60,855,Fail
DDD,2013B,2501768,F,East Midlands Region,Lower Than A Level,10-20,35-55,N,1,120,2234,Pass
DDD,2013B,2502504,F,South East Region,A Level or Equivalent,80-90%,0-35,N,0,60,796,Pass
DDD,2013B,2502707,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,N,0,90,790,Withdrawn
DDD,2013B,2505501,M,East Midlands Region,HE Qualification,60-70%,35-55,N,0,180,143,Pass
DDD,2013B,2508785,F,South Region,Lower Than A Level,80-90%,0-35,N,3,130,723,Fail
DDD,2013B,2513245,M,North Western Region,Lower Than A Level,20-30%,0-35,N,0,120,1088,Pass
DDD,2013B,2517826,F,Yorkshire Region,HE Qualification,50-60%,35-55,N,0,120,59,Withdrawn
DDD,2013B,2518617,M,East Anglian Region,Lower Than A Level,40-50%,0-35,N,0,60,413,Fail
DDD,2013B,2523146,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,N,0,60,577,Withdrawn
DDD,2013B,2526483,M,Scotland,Lower Than A Level,20-30%,35-55,Y,0,60,222,Fail
DDD,2013B,2531298,F,North Western Region,A Level or Equivalent,0-10%,35-55,N,0,120,295,Fail
DDD,2013B,2532322,M,South Region,A Level or Equivalent,90-100%,35-55,Y,0,90,439,Pass
DDD,2013B,2536214,F,South West Region,Lower Than A Level,50-60%,0-35,Y,1,120,386,Fail
DDD,2013B,2537695,M,London Region,HE Qualification,20-30%,0-35,N,0,60,954,Distinction
DDD,2013B,2540922,M,North Western Region,A Level or Equivalent,20-30%,0-35,N,3,120,1300,Pass
DDD,2013B,2543267,M,South Region,Lower Than A Level,40-50%,35-55,N,0,60,1917,Fail
DDD,2013B,2543600,M,North Western Region,Lower Than A Level,40-50%,35-55,Y,1,120,1745,Pass
DDD,2013B,2545113,M,North Western Region,A Level or Equivalent,70-80%,35-55,N,1,60,1128,Withdrawn
DDD,2013B,2546792,M,North Western Region,Lower Than A Level,20-30%,0-35,N,0,60,82,Withdrawn
DDD,2013B,2547321,F,London Region,Lower Than A Level,20-30%,0-35,N,0,60,939,Pass
DDD,2013B,2547402,M,South East Region,Lower Than A Level,50-60%,0-35,Y,2,180,912,Pass
DDD,2013B,2549875,M,Ireland,Post Graduate Qualification,,0-35,N,1,120,652,Pass
DDD,2013B,2549939,F,Scotland,HE Qualification,90-100%,35-55,N,0,60,1726,Pass
DDD,2013B,2554973,M,South Region,Lower Than A Level,40-50%,35-55,N,0,60,965,Withdrawn
DDD,2013B,2571497,F,East Anglian Region,Lower Than A Level,40-50%,0-35,N,0,120,1162,Pass
DDD,2013B,2581822,M,West Midlands Region,HE Qualification,30-40%,0-35,N,0,120,941,Withdrawn
DDD,2013B,2585285,F,North Western Region,A Level or Equivalent,60-70%,35-55,N,0,60,2766,Pass
DDD,2013B,2586026,M,South West Region,Lower Than A Level,50-60%,35-55,N,1,60,10,Fail
DDD,2013B,2594888,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,Y,1,200,540,Pass
DDD,2013B,2602486,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,N,0,60,3135,Pass
DDD,2013B,2604660,F,West Midlands Region,Lower Than A Level,20-30%,0-35,N,1,120,404,Withdrawn
DDD,2013B,2604698,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,Y,4,300,70,Withdrawn
DDD,2013B,2607945,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,N,0,120,168,Withdrawn
DDD,2013B,2611779,M,London Region,A Level or Equivalent,50-60%,0-35,N,0,60,2033,Fail
DDD,2013B,2615892,M,South Region,A Level or Equivalent,40-50%,35-55,N,0,110,4171,Pass
DDD,2013B,2621590,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,N,0,60,221,Fail
DDD,2013B,2624569,F,South Region,HE Qualification,80-90%,35-55,N,1,60,277,Withdrawn
DDD,2013B,2624720,F,South West Region,Lower Than A Level,50-60%,0-35,Y,0,60,3704,Fail
DDD,2013B,2626179,M,East Midlands Region,Lower Than A Level,10-20,0-35,N,0,60,578,Pass
DDD,2013B,2628025,M,East Anglian Region,Lower Than A Level,80-90%,0-35,N,0,60,223,Fail
DDD,2013B,2632491,M,Wales,A Level or Equivalent,50-60%,0-35,N,0,60,310,Fail
DDD,2013B,2633235,F,North Region,A Level or Equivalent,,0-35,N,0,60,2330,Pass
DDD,2013B,2636225,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,N,0,60,1950,Pass
DDD,2013B,2636885,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,N,1,120,705,Withdrawn
DDD,2013B,2639451,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,Y,2,180,1526,Distinction
DDD,2013B,2640063,M,West Midlands Region,Lower Than A Level,70-80%,0-35,N,0,120,166,Fail
DDD,2013B,2640992,M,West Midlands Region,A Level or Equivalent,80-90%,35-55,N,1,150,1450,Fail
DDD,2013B,2642830,F,Scotland,A Level or Equivalent,60-70%,0-35,N,0,120,561,Pass
DDD,2013B,2643034,F,South Region,Lower Than A Level,50-60%,0-35,N,1,60,341,Withdrawn
DDD,2013B,2643777,M,South Region,Lower Than A Level,10-20,0-35,N,5,60,367,Fail
DDD,2013B,2647226,F,South West Region,HE Qualification,90-100%,0-35,N,0,60,1271,Pass
DDD,2013B,2648271,M,Scotland,A Level or Equivalent,80-90%,0-35,N,0,60,4,Withdrawn
DDD,2013B,2652066,M,East Midlands Region,Lower Than A Level,0-10%,35-55,N,1,60,3,Withdrawn
DDD,2013B,2655683,M,West Midlands Region,No Formal quals,30-40%,0-35,N,0,60,1841,Fail
DDD,2013B,2656282,F,Scotland,A Level or Equivalent,30-40%,35-55,N,0,90,405,Withdrawn
DDD,2013B,2659756,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,0,60,881,Fail
DDD,2013B,2661870,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,N,0,180,378,Pass
DDD,2013B,2665767,M,South West Region,A Level or Equivalent,30-40%,35-55,N,2,120,640,Withdrawn
DDD,2013B,2666577,F,South West Region,Lower Than A Level,30-40%,0-35,Y,1,60,588,Pass
DDD,2013B,2669206,M,South West Region,A Level or Equivalent,0-10%,0-35,N,2,90,854,Pass
DDD,2013B,2672686,M,London Region,HE Qualification,30-40%,0-35,N,0,60,5809,Distinction
DDD,2013B,2677955,F,South Region,A Level or Equivalent,80-90%,0-35,N,0,70,1272,Pass
DDD,2013B,2678338,F,East Anglian Region,No Formal quals,70-80%,0-35,N,1,120,1652,Fail
DDD,2013B,2683836,M,East Anglian Region,Lower Than A Level,40-50%,35-55,N,0,60,781,Pass
DDD,2013B,2686609,M,South West Region,A Level or Equivalent,30-40%,0-35,Y,1,180,282,Withdrawn
DDD,2013B,2689536,M,Scotland,HE Qualification,40-50%,35-55,Y,0,120,767,Pass
DDD,2013B,2691780,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,N,0,120,308,Withdrawn
DDD,2013B,2692101,M,Wales,Lower Than A Level,40-50%,0-35,N,0,90,318,Withdrawn
DDD,2013B,2693243,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,N,0,60,2643,Distinction
DDD,2013B,2694933,F,East Midlands Region,A Level or Equivalent,10-20,0-35,Y,0,60,935,Pass
DDD,2013B,2697773,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,N,0,60,148,Fail
DDD,2013J,8462,M,London Region,HE Qualification,30-40%,55<=,N,0,90,646,Withdrawn
DDD,2013J,27417,M,South West Region,Lower Than A Level,60-70%,0-35,N,0,60,410,Withdrawn
DDD,2013J,27935,F,East Anglian Region,Lower Than A Level,30-40%,0-35,Y,0,60,813,Fail
DDD,2013J,28046,F,Yorkshire Region,HE Qualification,10-20,35-55,N,0,70,661,Fail
DDD,2013J,29411,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,N,0,60,841,Pass
DDD,2013J,30549,M,South East Region,A Level or Equivalent,0-10%,35-55,N,2,60,137,Fail
DDD,2013J,31173,M,North Western Region,A Level or Equivalent,40-50%,35-55,N,1,60,858,Fail
DDD,2013J,31269,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,N,0,120,300,Withdrawn
DDD,2013J,33387,M,Scotland,HE Qualification,10-20,0-35,N,1,120,248,Withdrawn
DDD,2013J,33681,M,South East Region,A Level or Equivalent,50-60%,35-55,Y,2,60,434,Withdrawn
DDD,2013J,33897,M,West Midlands Region,Lower Than A Level,30-40%,0-35,N,0,60,322,Withdrawn
DDD,2013J,33930,F,South West Region,A Level or Equivalent,20-30%,0-35,N,0,90,544,Pass
DDD,2013J,34087,M,South East Region,A Level or Equivalent,60-70%,35-55,Y,0,60,294,Withdrawn
DDD,2013J,34653,M,East Midlands Region,Lower Than A Level,30-40%,0-35,N,0,60,213,Fail
DDD,2013J,39411,F,West Midlands Region,Lower Than A Level,0-10%,0-35,N,0,60,164,Fail
